#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0033993	Response to lipid	15	827	0.75	6.92e-06	9606.ENSP00000001008,9606.ENSP00000256592,9606.ENSP00000293328,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000324856,9606.ENSP00000349436,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000379721,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000462468,9606.ENSP00000482169	FKBP4,TSHB,STAT5B,BCR,DAB2,STK11,ADAM15,ABL1,SRC,USP8,LYN,ADM,DAG1,YES1,NEFL
GO:0007155	Cell adhesion	16	965	0.71	7.58e-06	9606.ENSP00000252483,9606.ENSP00000293379,9606.ENSP00000298229,9606.ENSP00000303507,9606.ENSP00000327290,9606.ENSP00000349436,9606.ENSP00000352264,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000386896,9606.ENSP00000442600,9606.ENSP00000447730,9606.ENSP00000453302,9606.ENSP00000480132,9606.ENSP00000496959	NECTIN2,ITGA5,INPPL1,BCR,ITGA11,ADAM15,CD2AP,ABL1,SRC,ITGB1,ITGA6,DAG1,CD63,ADAM8,NCAM1,ITGAM
GO:0120036	Plasma membrane bounded cell projection organization	17	1112	0.68	8.34e-06	9606.ENSP00000233154,9606.ENSP00000252483,9606.ENSP00000298229,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000352264,9606.ENSP00000361423,9606.ENSP00000376367,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000480132,9606.ENSP00000482169	NCK2,NECTIN2,INPPL1,STK11,CRKL,GFRA1,CD2AP,ABL1,WASF1,ITGB1,NPY,PLA2G10,LYN,ADM,DAG1,NCAM1,NEFL
GO:0033674	Positive regulation of kinase activity	12	494	0.88	8.65e-06	9606.ENSP00000263923,9606.ENSP00000296795,9606.ENSP00000317272,9606.ENSP00000324856,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000376024,9606.ENSP00000378845,9606.ENSP00000428924,9606.ENSP00000442600,9606.ENSP00000453302	KDR,TLR3,MET,STK11,PTPN1,ABL1,SRC,SNX9,LAT,LYN,DAG1,ADAM8
GO:0044409	Entry into host	7	109	1.3	1.27e-05	9606.ENSP00000252483,9606.ENSP00000264896,9606.ENSP00000293379,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000442600,9606.ENSP00000480132	NECTIN2,SCARB2,ITGA5,SRC,ITGB1,DAG1,NCAM1
GO:0045088	Regulation of innate immune response	9	238	1.07	1.27e-05	9606.ENSP00000222005,9606.ENSP00000252483,9606.ENSP00000293328,9606.ENSP00000360181,9606.ENSP00000360683,9606.ENSP00000362680,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000453302	CDC37,NECTIN2,STAT5B,SH2D1A,PTPN1,SRC,MAVS,LYN,ADAM8
GO:0006909	Phagocytosis	8	173	1.16	1.57e-05	9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000428924,9606.ENSP00000462468,9606.ENSP00000496959	BCR,MET,ABL1,SRC,ITGB1,LYN,YES1,ITGAM
GO:0051239	Regulation of multicellular organismal process	26	2749	0.47	1.58e-05	9606.ENSP00000162749,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000345492,9606.ENSP00000352264,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000482169	TNFRSF1A,KDR,STAT5B,ITGA5,TLR3,BCR,DAB2,MET,HCLS1,BANK1,STK11,PLAUR,SH2B3,CD2AP,ABL1,SRC,HNRNPK,ITGB1,NPY,PLA2G10,MAVS,LYN,ADM,DAG1,ADAM8,NEFL
GO:0009725	Response to hormone	14	762	0.76	1.66e-05	9606.ENSP00000001008,9606.ENSP00000256592,9606.ENSP00000293328,9606.ENSP00000298229,9606.ENSP00000313391,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000360683,9606.ENSP00000362680,9606.ENSP00000379721,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000482169	FKBP4,TSHB,STAT5B,INPPL1,DAB2,HCLS1,STK11,PTPN1,SRC,USP8,LYN,ADM,DAG1,NEFL
GO:0050790	Regulation of catalytic activity	24	2370	0.5	1.72e-05	9606.ENSP00000222005,9606.ENSP00000233154,9606.ENSP00000263923,9606.ENSP00000264896,9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000375711,9606.ENSP00000376024,9606.ENSP00000378845,9606.ENSP00000379350,9606.ENSP00000386896,9606.ENSP00000428924,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000496959	CDC37,NCK2,KDR,SCARB2,TLR3,BCR,DAB2,MET,STK11,PLAUR,SH2B3,CRKL,PTPN1,ABL1,SRC,AKT1S1,SNX9,LAT,ITGB1,ITGA6,LYN,DAG1,ADAM8,ITGAM
GO:0050900	Leukocyte migration	9	249	1.05	1.72e-05	9606.ENSP00000293328,9606.ENSP00000303507,9606.ENSP00000346300,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000386896,9606.ENSP00000428924,9606.ENSP00000453302,9606.ENSP00000462468	STAT5B,BCR,CRKL,SRC,ITGB1,ITGA6,LYN,ADAM8,YES1
GO:0051707	Response to other organism	18	1328	0.63	1.72e-05	9606.ENSP00000162749,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000320509,9606.ENSP00000349436,9606.ENSP00000360181,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000384364,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000444810,9606.ENSP00000462468,9606.ENSP00000483825,9606.ENSP00000496959	TNFRSF1A,STAT5B,TLR3,BCR,BANK1,ADAM15,SH2D1A,ABL1,SRC,NPY,PLA2G10,MAVS,LYN,ADM,FKBP5,YES1,IKBKG,ITGAM
GO:0051094	Positive regulation of developmental process	18	1332	0.63	1.74e-05	9606.ENSP00000162749,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000313391,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000482169	TNFRSF1A,KDR,STAT5B,ITGA5,TLR3,DAB2,HCLS1,STK11,CRKL,ABL1,SRC,ITGB1,PLA2G10,LYN,ADM,DAG1,ADAM8,NEFL
GO:0043085	Positive regulation of catalytic activity	17	1191	0.65	1.96e-05	9606.ENSP00000263923,9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000376024,9606.ENSP00000378845,9606.ENSP00000379350,9606.ENSP00000386896,9606.ENSP00000428924,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000496959	KDR,TLR3,BCR,MET,STK11,CRKL,PTPN1,ABL1,SRC,SNX9,LAT,ITGB1,ITGA6,LYN,DAG1,ADAM8,ITGAM
GO:0043069	Negative regulation of programmed cell death	15	911	0.71	2.06e-05	9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000339328,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000379350,9606.ENSP00000386896,9606.ENSP00000453302,9606.ENSP00000482169	KDR,STAT5B,ITGA5,DAB2,MET,HCLS1,PLAUR,PTPN1,ABL1,SRC,HNRNPK,ITGB1,ITGA6,ADAM8,NEFL
GO:0051050	Positive regulation of transport	15	915	0.71	2.16e-05	9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000352264,9606.ENSP00000356436,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000379350,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000447730,9606.ENSP00000453302,9606.ENSP00000496959	BCR,DAB2,HCLS1,STK11,CD2AP,PLA2G4A,ABL1,SRC,HNRNPK,ITGB1,PLA2G10,MAVS,CD63,ADAM8,ITGAM
GO:0009653	Anatomical structure morphogenesis	23	2229	0.51	2.38e-05	9606.ENSP00000252483,9606.ENSP00000256592,9606.ENSP00000263923,9606.ENSP00000293379,9606.ENSP00000298229,9606.ENSP00000298527,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000349436,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000376367,9606.ENSP00000379350,9606.ENSP00000386896,9606.ENSP00000389377,9606.ENSP00000393847,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000480132,9606.ENSP00000482169	NECTIN2,TSHB,KDR,ITGA5,INPPL1,CLEC1B,BCR,MET,STK11,CRKL,ADAM15,ABL1,SRC,WASF1,ITGB1,ITGA6,NFATC1,PLA2G10,ADM,DAG1,ADAM8,NCAM1,NEFL
GO:0019222	Regulation of metabolic process	42	6784	0.29	2.59e-05	9606.ENSP00000162749,9606.ENSP00000222005,9606.ENSP00000233154,9606.ENSP00000254322,9606.ENSP00000263923,9606.ENSP00000264896,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000298229,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000352264,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000375711,9606.ENSP00000376024,9606.ENSP00000378845,9606.ENSP00000379350,9606.ENSP00000379721,9606.ENSP00000384364,9606.ENSP00000386896,9606.ENSP00000389377,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000483825,9606.ENSP00000496959	TNFRSF1A,CDC37,NCK2,DNAJB1,KDR,SCARB2,STAT5B,ITGA5,TLR3,INPPL1,BCR,DAB2,MET,HCLS1,BANK1,STK11,PLAUR,SH2B3,CRKL,GFRA1,CD2AP,PTPN1,ABL1,SRC,HNRNPK,AKT1S1,SNX9,LAT,ITGB1,USP8,NPY,ITGA6,NFATC1,PLA2G10,MAVS,LYN,ADM,DAG1,ADAM8,YES1,IKBKG,ITGAM
GO:0031175	Neuron projection development	13	674	0.78	2.64e-05	9606.ENSP00000233154,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000376367,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000480132,9606.ENSP00000482169	NCK2,STK11,CRKL,GFRA1,WASF1,ITGB1,NPY,PLA2G10,LYN,ADM,DAG1,NCAM1,NEFL
GO:0031323	Regulation of cellular metabolic process	38	5681	0.32	2.70e-05	9606.ENSP00000162749,9606.ENSP00000222005,9606.ENSP00000233154,9606.ENSP00000254322,9606.ENSP00000263923,9606.ENSP00000264896,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000375711,9606.ENSP00000376024,9606.ENSP00000378845,9606.ENSP00000384364,9606.ENSP00000386896,9606.ENSP00000389377,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000483825,9606.ENSP00000496959	TNFRSF1A,CDC37,NCK2,DNAJB1,KDR,SCARB2,STAT5B,ITGA5,TLR3,BCR,DAB2,MET,HCLS1,BANK1,STK11,PLAUR,SH2B3,CRKL,GFRA1,PTPN1,ABL1,SRC,HNRNPK,AKT1S1,SNX9,LAT,NPY,ITGA6,NFATC1,PLA2G10,MAVS,LYN,ADM,DAG1,ADAM8,YES1,IKBKG,ITGAM
GO:0048468	Cell development	20	1719	0.56	2.96e-05	9606.ENSP00000233154,9606.ENSP00000252483,9606.ENSP00000263923,9606.ENSP00000298527,9606.ENSP00000317272,9606.ENSP00000324856,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000376367,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000480132,9606.ENSP00000482169	NCK2,NECTIN2,KDR,CLEC1B,MET,STK11,SH2B3,CRKL,GFRA1,ABL1,SRC,WASF1,ITGB1,NPY,PLA2G10,LYN,ADM,DAG1,NCAM1,NEFL
GO:0010811	Positive regulation of cell-substrate adhesion	7	128	1.23	3.02e-05	9606.ENSP00000263923,9606.ENSP00000293379,9606.ENSP00000313391,9606.ENSP00000346300,9606.ENSP00000361423,9606.ENSP00000384364,9606.ENSP00000442600	KDR,ITGA5,DAB2,CRKL,ABL1,NPY,DAG1
GO:0002253	Activation of immune response	9	271	1.02	3.08e-05	9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000462468,9606.ENSP00000483825	BANK1,STK11,CRKL,ABL1,SRC,MAVS,LYN,YES1,IKBKG
GO:0006952	Defense response	18	1394	0.61	3.08e-05	9606.ENSP00000162749,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000298527,9606.ENSP00000349436,9606.ENSP00000360181,9606.ENSP00000362680,9606.ENSP00000378845,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000483825,9606.ENSP00000496959	TNFRSF1A,STAT5B,TLR3,CLEC1B,ADAM15,SH2D1A,SRC,LAT,ITGB1,NPY,PLA2G10,MAVS,LYN,ADM,ADAM8,YES1,IKBKG,ITGAM
GO:0002429	Immune response-activating cell surface receptor signaling pathway	8	197	1.1	3.43e-05	9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000428924,9606.ENSP00000462468,9606.ENSP00000483825	BANK1,STK11,CRKL,ABL1,SRC,LYN,YES1,IKBKG
GO:0010604	Positive regulation of macromolecule metabolic process	29	3533	0.41	3.55e-05	9606.ENSP00000162749,9606.ENSP00000233154,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000376024,9606.ENSP00000378845,9606.ENSP00000386896,9606.ENSP00000389377,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000483825	TNFRSF1A,NCK2,KDR,STAT5B,ITGA5,TLR3,DAB2,MET,HCLS1,BANK1,STK11,PLAUR,CRKL,GFRA1,PTPN1,ABL1,SRC,HNRNPK,SNX9,LAT,ITGA6,NFATC1,PLA2G10,MAVS,LYN,DAG1,ADAM8,YES1,IKBKG
GO:0032879	Regulation of localization	22	2103	0.51	3.55e-05	9606.ENSP00000162749,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000352264,9606.ENSP00000356436,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000379350,9606.ENSP00000379721,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000442600,9606.ENSP00000447730,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000496959	TNFRSF1A,BCR,DAB2,HCLS1,STK11,CRKL,CD2AP,PLA2G4A,PTPN1,ABL1,SRC,HNRNPK,ITGB1,USP8,PLA2G10,MAVS,LYN,DAG1,CD63,ADAM8,YES1,ITGAM
GO:0050727	Regulation of inflammatory response	10	371	0.93	3.89e-05	9606.ENSP00000162749,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000362680,9606.ENSP00000384364,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000453302,9606.ENSP00000462468	TNFRSF1A,STAT5B,TLR3,BCR,SRC,NPY,PLA2G10,LYN,ADAM8,YES1
GO:0071363	Cellular response to growth factor stimulus	11	473	0.86	3.94e-05	9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000313391,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000375711,9606.ENSP00000376367,9606.ENSP00000379721,9606.ENSP00000462468	KDR,STAT5B,DAB2,CRKL,GFRA1,ABL1,SRC,AKT1S1,WASF1,USP8,YES1
GO:0048534	Hematopoietic or lymphoid organ development	13	705	0.76	3.98e-05	9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000298527,9606.ENSP00000303507,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000393847,9606.ENSP00000428924	KDR,STAT5B,CLEC1B,BCR,HCLS1,STK11,SH2B3,CRKL,ABL1,SRC,ITGB1,PLA2G10,LYN
GO:0033627	Cell adhesion mediated by integrin	5	42	1.57	4.50e-05	9606.ENSP00000293379,9606.ENSP00000327290,9606.ENSP00000379350,9606.ENSP00000386896,9606.ENSP00000496959	ITGA5,ITGA11,ITGB1,ITGA6,ITGAM
GO:0002696	Positive regulation of leukocyte activation	10	384	0.91	5.05e-05	9606.ENSP00000233154,9606.ENSP00000252483,9606.ENSP00000293328,9606.ENSP00000356436,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000428924,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000496959	NCK2,NECTIN2,STAT5B,PLA2G4A,ABL1,SRC,LYN,ADAM8,YES1,ITGAM
GO:0031349	Positive regulation of defense response	9	296	0.98	5.72e-05	9606.ENSP00000162749,9606.ENSP00000252483,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000360181,9606.ENSP00000362680,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000453302	TNFRSF1A,NECTIN2,STAT5B,TLR3,SH2D1A,SRC,MAVS,LYN,ADAM8
GO:0045089	Positive regulation of innate immune response	7	144	1.18	5.77e-05	9606.ENSP00000252483,9606.ENSP00000293328,9606.ENSP00000360181,9606.ENSP00000362680,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000453302	NECTIN2,STAT5B,SH2D1A,SRC,MAVS,LYN,ADAM8
GO:0050728	Negative regulation of inflammatory response	7	147	1.17	6.54e-05	9606.ENSP00000162749,9606.ENSP00000303507,9606.ENSP00000362680,9606.ENSP00000384364,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000462468	TNFRSF1A,BCR,SRC,NPY,PLA2G10,LYN,YES1
GO:0045597	Positive regulation of cell differentiation	14	876	0.7	6.68e-05	9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000313391,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000361423,9606.ENSP00000379350,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000482169	KDR,STAT5B,DAB2,HCLS1,STK11,CRKL,ABL1,ITGB1,PLA2G10,LYN,ADM,DAG1,ADAM8,NEFL
GO:0080090	Regulation of primary metabolic process	38	5899	0.3	6.68e-05	9606.ENSP00000162749,9606.ENSP00000222005,9606.ENSP00000233154,9606.ENSP00000254322,9606.ENSP00000263923,9606.ENSP00000264896,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000375711,9606.ENSP00000376024,9606.ENSP00000378845,9606.ENSP00000379721,9606.ENSP00000384364,9606.ENSP00000386896,9606.ENSP00000389377,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000483825,9606.ENSP00000496959	TNFRSF1A,CDC37,NCK2,DNAJB1,KDR,SCARB2,STAT5B,ITGA5,TLR3,DAB2,MET,HCLS1,BANK1,STK11,PLAUR,SH2B3,CRKL,GFRA1,PTPN1,ABL1,SRC,HNRNPK,AKT1S1,SNX9,LAT,USP8,NPY,ITGA6,NFATC1,PLA2G10,MAVS,LYN,ADM,DAG1,ADAM8,YES1,IKBKG,ITGAM
GO:0043065	Positive regulation of apoptotic process	11	507	0.83	7.06e-05	9606.ENSP00000162749,9606.ENSP00000233154,9606.ENSP00000296795,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000386896,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000453302,9606.ENSP00000496959	TNFRSF1A,NCK2,TLR3,ABL1,SRC,ITGB1,ITGA6,LYN,ADM,ADAM8,ITGAM
GO:0002274	Myeloid leukocyte activation	7	150	1.16	7.11e-05	9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000378845,9606.ENSP00000384364,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000496959	TLR3,BCR,LAT,NPY,PLA2G10,LYN,ITGAM
GO:0042127	Regulation of cell population proliferation	19	1669	0.55	7.57e-05	9606.ENSP00000005587,9606.ENSP00000233154,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000298229,9606.ENSP00000313391,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000356436,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000364711,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000428924,9606.ENSP00000432472,9606.ENSP00000436607	SKAP2,NCK2,KDR,STAT5B,INPPL1,DAB2,HCLS1,STK11,SH2B3,CRKL,PLA2G4A,ABL1,SRC,OGN,ITGB1,NPY,LYN,BRK1,ADM
GO:0043066	Negative regulation of apoptotic process	14	891	0.69	7.81e-05	9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000313391,9606.ENSP00000320176,9606.ENSP00000339328,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000379350,9606.ENSP00000386896,9606.ENSP00000453302,9606.ENSP00000482169	KDR,STAT5B,ITGA5,DAB2,HCLS1,PLAUR,PTPN1,ABL1,SRC,HNRNPK,ITGB1,ITGA6,ADAM8,NEFL
GO:0002764	Immune response-regulating signaling pathway	9	312	0.96	8.06e-05	9606.ENSP00000296795,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000428924,9606.ENSP00000462468,9606.ENSP00000483825	TLR3,BANK1,STK11,CRKL,ABL1,SRC,LYN,YES1,IKBKG
GO:0030335	Positive regulation of cell migration	11	529	0.81	9.93e-05	9606.ENSP00000263923,9606.ENSP00000293379,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000346300,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000386896,9606.ENSP00000428924,9606.ENSP00000453302	KDR,ITGA5,DAB2,MET,CRKL,ABL1,SRC,ITGB1,ITGA6,LYN,ADAM8
GO:0022409	Positive regulation of cell-cell adhesion	9	322	0.94	0.00010	9606.ENSP00000233154,9606.ENSP00000293328,9606.ENSP00000308782,9606.ENSP00000339328,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000428924,9606.ENSP00000453302,9606.ENSP00000462468	NCK2,STAT5B,GP6,PLAUR,ABL1,SRC,LYN,ADAM8,YES1
GO:0030182	Neuron differentiation	15	1062	0.65	0.00010	9606.ENSP00000233154,9606.ENSP00000317272,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000361423,9606.ENSP00000376367,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000480132,9606.ENSP00000482169	NCK2,MET,STK11,CRKL,GFRA1,ABL1,WASF1,ITGB1,NPY,PLA2G10,LYN,ADM,DAG1,NCAM1,NEFL
