#clustering method	cluster number	cluster color	gene count	protein name	protein identifier	protein description
kmeans	8	Light Sky Blue	63	MET	9606.ENSP00000317272	Hepatocyte growth factor receptor; Receptor tyrosine kinase that transduces signals from the extracellular matrix into the cytoplasm by binding to hepatocyte growth factor/HGF ligand. Regulates many physiological processes including proliferation, scattering, morphogenesis and survival. Ligand binding at the cell surface induces autophosphorylation of MET on its intracellular domain that provides docking sites for downstream signaling molecules. Following activation by ligand, interacts with the PI3-kinase subunit PIK3R1, PLCG1, SRC, GRB2, STAT3 or the adapter GAB1. Recruitment of thes [...] 
kmeans	8	Light Sky Blue	63	NCAM1	9606.ENSP00000480132	Neural cell adhesion molecule 1; This protein is a cell adhesion molecule involved in neuron- neuron adhesion, neurite fasciculation, outgrowth of neurites, etc.
kmeans	8	Light Sky Blue	63	NCK2	9606.ENSP00000233154	Cytoplasmic protein NCK2; Adapter protein which associates with tyrosine-phosphorylated growth factor receptors or their cellular substrates. Maintains low levels of EIF2S1 phosphorylation by promoting its dephosphorylation by PP1. Plays a role in ELK1-dependent transcriptional activation in response to activated Ras signaling.
kmeans	8	Light Sky Blue	63	NECTIN2	9606.ENSP00000252483	Nectin-2; Modulator of T-cell signaling. Can be either a costimulator of T-cell function, or a coinhibitor, depending on the receptor it binds to. Upon binding to CD226, stimulates T-cell proliferation and cytokine production, including that of IL2, IL5, IL10, IL13, and IFNG. Upon interaction with PVRIG, inhibits T-cell proliferation. These interactions are competitive. Probable cell adhesion protein ; Belongs to the nectin family.
kmeans	8	Light Sky Blue	63	NEFL	9606.ENSP00000482169	Neurofilament light polypeptide; Neurofilaments usually contain three intermediate filament proteins: L, M, and H which are involved in the maintenance of neuronal caliber.
kmeans	8	Light Sky Blue	63	NFATC1	9606.ENSP00000389377	Nuclear factor of activated T-cells, cytoplasmic 1; Plays a role in the inducible expression of cytokine genes in T-cells, especially in the induction of the IL-2 or IL-4 gene transcription. Also controls gene expression in embryonic cardiac cells. Could regulate not only the activation and proliferation but also the differentiation and programmed death of T-lymphocytes as well as lymphoid and non-lymphoid cells. Required for osteoclastogenesis and regulates many genes important for osteoclast differentiation and function (By similarity).
kmeans	8	Light Sky Blue	63	NPY	9606.ENSP00000384364	C-flanking peptide of NPY; NPY is implicated in the control of feeding and in secretion of gonadotrophin-release hormone; Belongs to the NPY family.
kmeans	8	Light Sky Blue	63	OGN	9606.ENSP00000364711	Mimecan; Induces bone formation in conjunction with TGF-beta-1 or TGF- beta-2.
kmeans	8	Light Sky Blue	63	PLA2G10	9606.ENSP00000393847	Group 10 secretory phospholipase A2; PA2 catalyzes the calcium-dependent hydrolysis of the 2-acyl groups in 3-sn-phosphoglycerides. Has a powerful potency for releasing arachidonic acid from cell membrane phospholipids. Prefers phosphatidylethanolamine and phosphatidylcholine liposomes to those of phosphatidylserine.
kmeans	8	Light Sky Blue	63	PLA2G4A	9606.ENSP00000356436	Cytosolic phospholipase A2; Selectively hydrolyzes arachidonyl phospholipids in the sn-2 position releasing arachidonic acid. Together with its lysophospholipid activity, it is implicated in the initiation of the inflammatory response.
kmeans	8	Light Sky Blue	63	PLAUR	9606.ENSP00000339328	Urokinase plasminogen activator surface receptor; Acts as a receptor for urokinase plasminogen activator. Plays a role in localizing and promoting plasmin formation. Mediates the proteolysis-independent signal transduction activation effects of U-PA. It is subject to negative-feedback regulation by U-PA which cleaves it into an inactive form.
kmeans	8	Light Sky Blue	63	PSPN	9606.ENSP00000245810	Persephin; Exhibits neurotrophic activity on mesencephalic dopaminergic and motor neurons.
kmeans	8	Light Sky Blue	63	PTPN1	9606.ENSP00000360683	Tyrosine-protein phosphatase non-receptor type 1; Tyrosine-protein phosphatase which acts as a regulator of endoplasmic reticulum unfolded protein response. Mediates dephosphorylation of EIF2AK3/PERK; inactivating the protein kinase activity of EIF2AK3/PERK. May play an important role in CKII- and p60c- src-induced signal transduction cascades. May regulate the EFNA5-EPHA3 signaling pathway which modulates cell reorganization and cell-cell repulsion. May also regulate the hepatocyte growth factor receptor signaling pathway through dephosphorylation of MET. Belongs to the protein-tyrosi [...] 
kmeans	8	Light Sky Blue	63	PTS	9606.ENSP00000280362	6-pyruvoyl tetrahydrobiopterin synthase; Involved in the biosynthesis of tetrahydrobiopterin, an essential cofactor of aromatic amino acid hydroxylases. Catalyzes the transformation of 7,8-dihydroneopterin triphosphate into 6-pyruvoyl tetrahydropterin; Belongs to the PTPS family.
kmeans	8	Light Sky Blue	63	SCARB2	9606.ENSP00000264896	Lysosome membrane protein 2; Acts as a lysosomal receptor for glucosylceramidase (GBA) targeting.
kmeans	8	Light Sky Blue	63	SH2B3	9606.ENSP00000345492	SH2B adapter protein 3; Links T-cell receptor activation signal to phospholipase C- gamma-1, GRB2 and phosphatidylinositol 3-kinase.
kmeans	8	Light Sky Blue	63	SH2D1A	9606.ENSP00000360181	SH2 domain-containing protein 1A; Cytoplasmic adapter regulating receptors of the signaling lymphocytic activation molecule (SLAM) family such as SLAMF1, CD244, LY9, CD84, SLAMF6 and SLAMF7. In SLAM signaling seems to cooperate with SH2D1B/EAT-2. Initially it has been proposed that association with SLAMF1 prevents SLAMF1 binding to inhibitory effectors including INPP5D/SHIP1 and PTPN11/SHP-2. However, by simultaneous interactions, recruits FYN which subsequently phosphorylates and activates SLAMF1. Positively regulates CD244/2B4- and CD84-mediated natural killer (NK) cell functions. Ca [...] 
kmeans	8	Light Sky Blue	63	SKAP2	9606.ENSP00000005587	Src kinase-associated phosphoprotein 2; May be involved in B-cell and macrophage adhesion processes. In B-cells, may act by coupling the B-cell receptor (BCR) to integrin activation. May play a role in src signaling pathway. Belongs to the SKAP family.
kmeans	8	Light Sky Blue	63	SNX9	9606.ENSP00000376024	Sorting nexin-9; Involved in endocytosis and intracellular vesicle trafficking, both during interphase and at the end of mitosis. Required for efficient progress through mitosis and cytokinesis. Required for normal formation of the cleavage furrow at the end of mitosis. Plays a role in endocytosis via clathrin-coated pits, but also clathrin- independent, actin-dependent fluid-phase endocytosis. Plays a role in macropinocytosis. Promotes internalization of TNFR. Promotes degradation of EGFR after EGF signaling. Stimulates the GTPase activity of DNM1. Promotes DNM1 oligomerization. Promo [...] 
kmeans	8	Light Sky Blue	63	SRC	9606.ENSP00000362680	Proto-oncogene tyrosine-protein kinase Src; Non-receptor protein tyrosine kinase which is activated following engagement of many different classes of cellular receptors including immune response receptors, integrins and other adhesion receptors, receptor protein tyrosine kinases, G protein-coupled receptors as well as cytokine receptors. Participates in signaling pathways that control a diverse spectrum of biological activities including gene transcription, immune response, cell adhesion, cell cycle progression, apoptosis, migration, and transformation. Due to functional redundancy bet [...] 
kmeans	8	Light Sky Blue	63	STAT5B	9606.ENSP00000293328	Signal transducer and activator of transcription 5B; Carries out a dual function: signal transduction and activation of transcription. Mediates cellular responses to the cytokine KITLG/SCF and other growth factors. Binds to the GAS element and activates PRL-induced transcription. Positively regulates hematopoietic/erythroid differentiation.
kmeans	8	Light Sky Blue	63	STK11	9606.ENSP00000324856	Serine/threonine-protein kinase STK11; Tumor suppressor serine/threonine-protein kinase that controls the activity of AMP-activated protein kinase (AMPK) family members, thereby playing a role in various processes such as cell metabolism, cell polarity, apoptosis and DNA damage response. Acts by phosphorylating the T-loop of AMPK family proteins, thus promoting their activity: phosphorylates PRKAA1, PRKAA2, BRSK1, BRSK2, MARK1, MARK2, MARK3, MARK4, NUAK1, NUAK2, SIK1, SIK2, SIK3 and SNRK but not MELK. Also phosphorylates non-AMPK family proteins such as STRADA, PTEN and possibly p53/TP [...] 
kmeans	8	Light Sky Blue	63	TLR3	9606.ENSP00000296795	Toll-like receptor 3; Key component of innate and adaptive immunity. TLRs (Toll- like receptors) control host immune response against pathogens through recognition of molecular patterns specific to microorganisms. TLR3 is a nucleotide-sensing TLR which is activated by double-stranded RNA, a sign of viral infection. Acts via the adapter TRIF/TICAM1, leading to NF-kappa-B activation, IRF3 nuclear translocation, cytokine secretion and the inflammatory response.
kmeans	8	Light Sky Blue	63	TNFRSF1A	9606.ENSP00000162749	Tumor necrosis factor receptor superfamily member 1A, membrane form; Receptor for TNFSF2/TNF-alpha and homotrimeric TNFSF1/lymphotoxin-alpha. The adapter molecule FADD recruits caspase-8 to the activated receptor. The resulting death-inducing signaling complex (DISC) performs caspase-8 proteolytic activation which initiates the subsequent cascade of caspases (aspartate-specific cysteine proteases) mediating apoptosis. Contributes to the induction of non-cytocidal TNF effects including anti-viral state and activation of the acid sphingomyelinase.
kmeans	8	Light Sky Blue	63	TSHB	9606.ENSP00000256592	Thyrotropin subunit beta; Indispensable for the control of thyroid structure and metabolism; Belongs to the glycoprotein hormones subunit beta family.
kmeans	8	Light Sky Blue	63	USP8	9606.ENSP00000379721	Ubiquitin carboxyl-terminal hydrolase 8; Hydrolase that can remove conjugated ubiquitin from proteins and therefore plays an important regulatory role at the level of protein turnover by preventing degradation. Converts both 'Lys-48' an 'Lys-63'-linked ubiquitin chains. Catalytic activity is enhanced in the M phase. Involved in cell proliferation. Required to enter into S phase in response to serum stimulation. May regulate T-cell anergy mediated by RNF128 via the formation of a complex containing RNF128 and OTUB1. Probably regulates the stability of STAM2 and RASGRF1. Regulates endoso [...] 
kmeans	8	Light Sky Blue	63	WASF1	9606.ENSP00000376367	Wiskott-Aldrich syndrome protein family member 1; Downstream effector molecule involved in the transmission of signals from tyrosine kinase receptors and small GTPases to the actin cytoskeleton. Promotes formation of actin filaments. Part of the WAVE complex that regulates lamellipodia formation. The WAVE complex regulates actin filament reorganization via its interaction with the Arp2/3 complex (By similarity). As component of the WAVE1 complex, required for BDNF-NTRK2 endocytic trafficking and signaling from early endosomes (By similarity).
kmeans	8	Light Sky Blue	63	YES1	9606.ENSP00000462468	Tyrosine-protein kinase Yes; Non-receptor protein tyrosine kinase that is involved in the regulation of cell growth and survival, apoptosis, cell-cell adhesion, cytoskeleton remodeling, and differentiation. Stimulation by receptor tyrosine kinases (RTKs) including EGRF, PDGFR, CSF1R and FGFR leads to recruitment of YES1 to the phosphorylated receptor, and activation and phosphorylation of downstream substrates. Upon EGFR activation, promotes the phosphorylation of PARD3 to favor epithelial tight junction assembly. Participates in the phosphorylation of specific junctional components su [...] 
kmeans	9	Medium Blue	56	ACAA1	9606.ENSP00000333664	3-ketoacyl-CoA thiolase, peroxisomal; acetyl-CoA acyltransferase 1; Belongs to the thiolase-like superfamily. Thiolase family.
kmeans	9	Medium Blue	56	ADA	9606.ENSP00000361965	Adenosine deaminase; Catalyzes the hydrolytic deamination of adenosine and 2- deoxyadenosine. Plays an important role in purine metabolism and in adenosine homeostasis. Modulates signaling by extracellular adenosine, and so contributes indirectly to cellular signaling events. Acts as a positive regulator of T-cell coactivation, by binding DPP4. Its interaction with DPP4 regulates lymphocyte-epithelial cell adhesion. Enhances dendritic cell immunogenicity by affecting dendritic cell costimulatory molecule expression and cytokines and chemokines secretion (By similarity). Enhances CD4+ T [...] 
kmeans	9	Medium Blue	56	AHCY	9606.ENSP00000217426	Adenosylhomocysteinase; Adenosylhomocysteine is a competitive inhibitor of S- adenosyl-L-methionine-dependent methyl transferase reactions; therefore adenosylhomocysteinase may play a key role in the control of methylations via regulation of the intracellular concentration of adenosylhomocysteine.
kmeans	9	Medium Blue	56	CA12	9606.ENSP00000178638	Carbonic anhydrase 12; Reversible hydration of carbon dioxide. Belongs to the alpha-carbonic anhydrase family.
kmeans	9	Medium Blue	56	CA14	9606.ENSP00000358107	Carbonic anhydrase 14; Reversible hydration of carbon dioxide.
kmeans	9	Medium Blue	56	CBLIF	9606.ENSP00000257248	Cobalamin binding intrinsic factor; Promotes absorption of the essential vitamin cobalamin (Cbl) in the ileum. After interaction with CUBN, the CBLIF-cobalamin complex is internalized via receptor-mediated endocytosis; Belongs to the eukaryotic cobalamin transport proteins family.
kmeans	9	Medium Blue	56	CEACAM5	9606.ENSP00000221992	Carcinoembryonic antigen-related cell adhesion molecule 5; Cell surface glycoprotein that plays a role in cell adhesion, intracellular signaling and tumor progression. Mediates homophilic and heterophilic cell adhesion with other carcinoembryonic antigen-related cell adhesion molecules, such as CEACAM6. Plays a role as an oncogene by promoting tumor progression; induces resistance to anoikis of colorectal carcinoma cells. Belongs to the immunoglobulin superfamily. CEA family.
kmeans	9	Medium Blue	56	CIAPIN1	9606.ENSP00000377914	Anamorsin; Component of the cytosolic iron-sulfur (Fe-S) protein assembly (CIA) machinery required for the maturation of extramitochondrial Fe-S proteins. Part of an electron transfer chain functioning in an early step of cytosolic Fe-S biogenesis, facilitating the de novo assembly of a [4Fe-4S] cluster on the scaffold complex NUBP1-NUBP2. Electrons are transferred to CIAPIN1 from NADPH via the FAD- and FMN-containing protein NDOR1. NDOR1-CIAPIN1 are also required for the assembly of the diferric tyrosyl radical cofactor of ribonucleotide reductase (RNR), probably by providing electron [...] 
kmeans	9	Medium Blue	56	CNST	9606.ENSP00000355470	Consortin; Required for targeting of connexins to the plasma membrane.
kmeans	9	Medium Blue	56	CPA1	9606.ENSP00000011292	Carboxypeptidase A1; Carboxypeptidase that catalyzes the release of a C-terminal amino acid, but has little or no action with -Asp, -Glu, -Arg, -Lys or -Pro; Belongs to the peptidase M14 family.
kmeans	9	Medium Blue	56	CPB1	9606.ENSP00000417222	Carboxypeptidase B1; Belongs to the peptidase M14 family.
kmeans	9	Medium Blue	56	CPE	9606.ENSP00000386104	Carboxypeptidase E; Sorting receptor that directs prohormones to the regulated secretory pathway. Acts also as a prohormone processing enzyme in neuro/endocrine cells, removing dibasic residues from the C-terminal end of peptide hormone precursors after initial endoprotease cleavage. Belongs to the peptidase M14 family.
kmeans	9	Medium Blue	56	CPM	9606.ENSP00000339157	Carboxypeptidase M; Specifically removes C-terminal basic residues (Arg or Lys) from peptides and proteins. It is believed to play important roles in the control of peptide hormone and growth factor activity at the cell surface, and in the membrane-localized degradation of extracellular proteins; Belongs to the peptidase M14 family.
kmeans	9	Medium Blue	56	CPVL	9606.ENSP00000387164	Probable serine carboxypeptidase CPVL; May be involved in the digestion of phagocytosed particles in the lysosome, participation in an inflammatory protease cascade, and trimming of peptides for antigen presentation; Belongs to the peptidase S10 family.
kmeans	9	Medium Blue	56	DARS1	9606.ENSP00000264161	Aspartate--tRNA ligase, cytoplasmic; Catalyzes the specific attachment of an amino acid to its cognate tRNA in a 2 step reaction: the amino acid (AA) is first activated by ATP to form AA-AMP and then transferred to the acceptor end of the tRNA; Belongs to the class-II aminoacyl-tRNA synthetase family. Type 2 subfamily.
kmeans	9	Medium Blue	56	DCTN6	9606.ENSP00000221114	Dynactin subunit 6; Belongs to the dynactin subunits 5/6 family. Dynactin subunit 6 subfamily.
kmeans	9	Medium Blue	56	EIF4B	9606.ENSP00000388806	Eukaryotic translation initiation factor 4B; Required for the binding of mRNA to ribosomes. Functions in close association with EIF4-F and EIF4-A. Binds near the 5'-terminal cap of mRNA in presence of EIF-4F and ATP. Promotes the ATPase activity and the ATP-dependent RNA unwinding activity of both EIF4-A and EIF4-F.
kmeans	9	Medium Blue	56	EIF4G1	9606.ENSP00000416255	Eukaryotic translation initiation factor 4 gamma 1; Component of the protein complex eIF4F, which is involved in the recognition of the mRNA cap, ATP-dependent unwinding of 5'-terminal secondary structure and recruitment of mRNA to the ribosome; Belongs to the eukaryotic initiation factor 4G family.
kmeans	9	Medium Blue	56	ELOA	9606.ENSP00000395574	Elongin-A; SIII, also known as elongin, is a general transcription elongation factor that increases the RNA polymerase II transcription elongation past template-encoded arresting sites. Subunit A is transcriptionally active and its transcription activity is strongly enhanced by binding to the dimeric complex of the SIII regulatory subunits B and C (elongin BC complex).
kmeans	9	Medium Blue	56	ENTPD2	9606.ENSP00000347213	Ectonucleoside triphosphate diphosphohydrolase 2; In the nervous system, could hydrolyze ATP and other nucleotides to regulate purinergic neurotransmission. Hydrolyzes ADP only to a marginal extent. The order of activity with different substrates is ATP > GTP > CTP = ITP > UTP >> ADP = UDP.
kmeans	9	Medium Blue	56	FAP	9606.ENSP00000188790	Antiplasmin-cleaving enzyme FAP, soluble form; Cell surface glycoprotein serine protease that participates in extracellular matrix degradation and involved in many cellular processes including tissue remodeling, fibrosis, wound healing, inflammation and tumor growth. Both plasma membrane and soluble forms exhibit post-proline cleaving endopeptidase activity, with a marked preference for Ala/Ser-Gly-Pro-Ser/Asn/Ala consensus sequences, on substrate such as alpha-2-antiplasmin SERPINF2 and SPRY2. Degrade also gelatin, heat-denatured type I collagen, but not native collagen type I and IV, [...] 
kmeans	9	Medium Blue	56	GALNT2	9606.ENSP00000355632	Polypeptide N-acetylgalactosaminyltransferase 2 soluble form; Catalyzes the initial reaction in O-linked oligosaccharide biosynthesis, the transfer of an N-acetyl-D-galactosamine residue to a serine or threonine residue on the protein receptor. Has a broad spectrum of substrates for peptides such as EA2, Muc5AC, Muc1a, Muc1b. Probably involved in O-linked glycosylation of the immunoglobulin A1 (IgA1) hinge region.
kmeans	9	Medium Blue	56	GNE	9606.ENSP00000379839	Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase; Regulates and initiates biosynthesis of N-acetylneuraminic acid (NeuAc), a precursor of sialic acids. Plays an essential role in early development (By similarity). Required for normal sialylation in hematopoietic cells. Sialylation is implicated in cell adhesion, signal transduction, tumorigenicity and metastatic behavior of malignant cells; In the C-terminal section; belongs to the ROK (NagC/XylR) family.
kmeans	9	Medium Blue	56	GP2	9606.ENSP00000370767	Pancreatic secretory granule membrane major glycoprotein GP2; Glycoprotein 2.
kmeans	9	Medium Blue	56	HAO1	9606.ENSP00000368066	Hydroxyacid oxidase 1; Has 2-hydroxyacid oxidase activity. Most active on the 2- carbon substrate glycolate, but is also active on 2-hydroxy fatty acids, with high activity towards 2-hydroxy palmitate and 2-hydroxy octanoate.
kmeans	9	Medium Blue	56	HARS1	9606.ENSP00000425634	Histidine--tRNA ligase, cytoplasmic; Catalyzes the ATP-dependent ligation of histidine to the 3'- end of its cognate tRNA, via the formation of an aminoacyl-adenylate intermediate (His-AMP). Plays a role in axon guidance ; Belongs to the class-II aminoacyl-tRNA synthetase family.
kmeans	9	Medium Blue	56	HSPB6	9606.ENSP00000004982	Heat shock protein beta-6; Small heat shock protein which functions as a molecular chaperone probably maintaining denatured proteins in a folding- competent state. Seems to have versatile functions in various biological processes. Plays a role in regulating muscle function such as smooth muscle vasorelaxation and cardiac myocyte contractility. May regulate myocardial angiogenesis implicating KDR. Overexpression mediates cardioprotection and angiogenesis after induced damage. Stabilizes monomeric YWHAZ thereby supporting YWHAZ chaperone-like activity.
kmeans	9	Medium Blue	56	ICA1	9606.ENSP00000403982	Islet cell autoantigen 1; May play a role in neurotransmitter secretion.
kmeans	9	Medium Blue	56	LACTB2	9606.ENSP00000276590	Endoribonuclease LACTB2; Endoribonuclease; cleaves preferentially 3' to purine- pyrimidine dinucleotide motifs in single-stranded RNA. The cleavage product contains a free 3' -OH group. Has no activity with double- stranded RNA or DNA. Required for normal mitochondrial function and cell viability; Belongs to the metallo-beta-lactamase superfamily. Glyoxalase II family.
kmeans	9	Medium Blue	56	MANF	9606.ENSP00000499582	Mesencephalic astrocyte-derived neurotrophic factor; Selectively promotes the survival of dopaminergic neurons of the ventral mid-brain. Modulates GABAergic transmission to the dopaminergic neurons of the substantia nigra (By similarity). Enhances spontaneous, as well as evoked, GABAergic inhibitory postsynaptic currents in dopaminergic neurons (By similarity). Inhibits cell proliferation and endoplasmic reticulum (ER) stress-induced cell death. Retained in the ER/sarcoplasmic reticulum (SR) through association with the endoplasmic reticulum chaperone protein HSPA5 under normal conditi [...] 
kmeans	9	Medium Blue	56	MPI	9606.ENSP00000318318	Mannose-6-phosphate isomerase; Involved in the synthesis of the GDP-mannose and dolichol- phosphate-mannose required for a number of critical mannosyl transfer reactions; Belongs to the mannose-6-phosphate isomerase type 1 family.
kmeans	9	Medium Blue	56	MVK	9606.ENSP00000228510	Mevalonate kinase; Catalyzes the phosphorylation of mevalonate to mevalonate 5- phosphate, a key step in isoprenoid and cholesterol biosynthesis ; Belongs to the GHMP kinase family. Mevalonate kinase subfamily.
kmeans	9	Medium Blue	56	NBN	9606.ENSP00000265433	Nibrin; Component of the MRE11-RAD50-NBN (MRN complex) which plays a critical role in the cellular response to DNA damage and the maintenance of chromosome integrity. The complex is involved in double- strand break (DSB) repair, DNA recombination, maintenance of telomere integrity, cell cycle checkpoint control and meiosis. The complex possesses single-strand endonuclease activity and double-strand- specific 3'-5' exonuclease activity, which are provided by MRE11. RAD50 may be required to bind DNA ends and hold them in close proximity. NBN modulate the DNA damage signal sensing by recr [...] 
kmeans	9	Medium Blue	56	NT5C3A	9606.ENSP00000476480	Cytosolic 5'-nucleotidase 3A; Nucleotidase which shows specific activity towards cytidine monophosphate (CMP) and 7-methylguanosine monophosphate (m(7)GMP). CMP seems to be the preferred substrate ; Belongs to the pyrimidine 5'-nucleotidase family.
kmeans	9	Medium Blue	56	NT5E	9606.ENSP00000257770	5'-nucleotidase; Hydrolyzes extracellular nucleotides into membrane permeable nucleosides. Exhibits AMP-, NAD-, and NMN-nucleosidase activities.
kmeans	9	Medium Blue	56	PDLIM7	9606.ENSP00000348099	PDZ and LIM domain protein 7; May function as a scaffold on which the coordinated assembly of proteins can occur. May play a role as an adapter that, via its PDZ domain, localizes LIM-binding proteins to actin filaments of both skeletal muscle and nonmuscle tissues. Involved in both of the two fundamental mechanisms of bone formation, direct bone formation (e.g. embryonic flat bones mandible and cranium), and endochondral bone formation (e.g. embryonic long bone development). Plays a role during fracture repair. Involved in BMP6 signaling pathway (By similarity).
kmeans	9	Medium Blue	56	PMVK	9606.ENSP00000357452	Phosphomevalonate kinase.
kmeans	9	Medium Blue	56	PRCP	9606.ENSP00000377055	Lysosomal Pro-X carboxypeptidase; Cleaves C-terminal amino acids linked to proline in peptides such as angiotensin II, III and des-Arg9-bradykinin. This cleavage occurs at acidic pH, but enzymatic activity is retained with some substrates at neutral pH.
kmeans	9	Medium Blue	56	PRTFDC1	9606.ENSP00000318602	Phosphoribosyltransferase domain-containing protein 1; Has low, barely detectable phosphoribosyltransferase activity (in vitro). Binds GMP, IMP and alpha-D-5-phosphoribosyl 1-pyrophosphate (PRPP). Is not expected to contribute to purine metabolism or GMP salvage; Belongs to the purine/pyrimidine phosphoribosyltransferase family.
kmeans	9	Medium Blue	56	PSRC1	9606.ENSP00000358925	Proline/serine-rich coiled-coil protein 1; Required for normal progression through mitosis. Required for normal congress of chromosomes at the metaphase plate, and for normal rate of chromosomal segregation during anaphase. Plays a role in the regulation of mitotic spindle dynamics. Increases the rate of turnover of microtubules on metaphase spindles, and contributes to the generation of normal tension across sister kinetochores. Recruits KIF2A and ANKRD53 to the mitotic spindle and spindle poles. May participate in p53/TP53-regulated growth suppression; Belongs to the PSRC1 family.
kmeans	9	Medium Blue	56	PTPRN2	9606.ENSP00000374069	Receptor-type tyrosine-protein phosphatase N2; Plays a role in vesicle-mediated secretory processes. Required for normal accumulation of secretory vesicles in hippocampus, pituitary and pancreatic islets. Required for the accumulation of normal levels of insulin-containing vesicles and preventing their degradation. Plays a role in insulin secretion in response to glucose stimuli. Required for normal accumulation of the neurotransmitters norepinephrine, dopamine and serotonin in the brain. In females, but not in males, required for normal accumulation and secretion of pituitary hormones [...] 
kmeans	9	Medium Blue	56	RRM2B	9606.ENSP00000251810	Ribonucleoside-diphosphate reductase subunit M2 B; Plays a pivotal role in cell survival by repairing damaged DNA in a p53/TP53-dependent manner. Supplies deoxyribonucleotides for DNA repair in cells arrested at G1 or G2. Contains an iron-tyrosyl free radical center required for catalysis. Forms an active ribonucleotide reductase (RNR) complex with RRM1 which is expressed both in resting and proliferating cells in response to DNA damage. Belongs to the ribonucleoside diphosphate reductase small chain family.
kmeans	9	Medium Blue	56	S100P	9606.ENSP00000296370	Protein S100-P; May function as calcium sensor and contribute to cellular calcium signaling. In a calcium-dependent manner, functions by interacting with other proteins, such as EZR and PPP5C, and indirectly plays a role in physiological processes like the formation of microvilli in epithelial cells. May stimulate cell proliferation in an autocrine manner via activation of the receptor for activated glycation end products (RAGE); Belongs to the S-100 family.
kmeans	9	Medium Blue	56	SCGN	9606.ENSP00000367197	Secretagogin, EF-hand calcium binding protein.
kmeans	9	Medium Blue	56	SORT1	9606.ENSP00000256637	Sortilin; Functions as a sorting receptor in the Golgi compartment and as a clearance receptor on the cell surface. Required for protein transport from the Golgi apparatus to the lysosomes by a pathway that is independent of the mannose-6-phosphate receptor (M6PR). Also required for protein transport from the Golgi apparatus to the endosomes. Promotes neuronal apoptosis by mediating endocytosis of the proapoptotic precursor forms of BDNF (proBDNF) and NGFB (proNGFB). Also acts as a receptor for neurotensin. May promote mineralization of the extracellular matrix during osteogenic differ [...] 
kmeans	9	Medium Blue	56	SPINK1	9606.ENSP00000296695	Serine protease inhibitor Kazal-type 1; Serine protease inhibitor which exhibits anti-trypsin activity. In the pancreas, protects against trypsin- catalyzed premature activation of zymogens (By similarity).
kmeans	9	Medium Blue	56	SPINK4	9606.ENSP00000369045	Serine peptidase inhibitor Kazal type 4.
kmeans	9	Medium Blue	56	ST6GAL1	9606.ENSP00000169298	Beta-galactoside alpha-2,6-sialyltransferase 1; Transfers sialic acid from CMP-sialic acid to galactose- containing acceptor substrates.
kmeans	9	Medium Blue	56	STIP1	9606.ENSP00000351646	Stress-induced-phosphoprotein 1; Acts as a co-chaperone for HSP90AA1. Mediates the association of the molecular chaperones HSPA8/HSC70 and HSP90 (By similarity).
kmeans	9	Medium Blue	56	SUGT1	9606.ENSP00000367208	Protein SGT1 homolog; May play a role in ubiquitination and subsequent proteasomal degradation of target proteins.
kmeans	9	Medium Blue	56	TFF1	9606.ENSP00000291527	Trefoil factor 1; Stabilizer of the mucous gel overlying the gastrointestinal mucosa that provides a physical barrier against various noxious agents. May inhibit the growth of calcium oxalate crystals in urine.
kmeans	9	Medium Blue	56	TFF2	9606.ENSP00000291526	Trefoil factor 2; Inhibits gastrointestinal motility and gastric acid secretion. Could function as a structural component of gastric mucus, possibly by stabilizing glycoproteins in the mucus gel through interactions with carbohydrate side chains (By similarity).
kmeans	9	Medium Blue	56	TIA1	9606.ENSP00000401371	Nucleolysin TIA-1 isoform p40; Involved in alternative pre-RNA splicing and regulation of mRNA translation by binding to AU-rich elements (AREs) located in mRNA 3' untranslated regions (3' UTRs). Possesses nucleolytic activity against cytotoxic lymphocyte target cells. May be involved in apoptosis.
kmeans	9	Medium Blue	56	WARS1	9606.ENSP00000347495	Tryptophan--tRNA ligase, cytoplasmic; Isoform 1, isoform 2 and T1-TrpRS have aminoacylation activity while T2-TrpRS lacks it. Isoform 2, T1-TrpRS and T2-TrpRS possess angiostatic activity whereas isoform 1 lacks it. T2-TrpRS inhibits fluid shear stress-activated responses of endothelial cells. Regulates ERK, Akt, and eNOS activation pathways that are associated with angiogenesis, cytoskeletal reorganization and shear stress- responsive gene expression.
kmeans	9	Medium Blue	56	WFDC2	9606.ENSP00000361761	WAP four-disulfide core domain protein 2; Broad range protease inhibitor.
kmeans	9	Medium Blue	56	WWP2	9606.ENSP00000352069	NEDD4-like E3 ubiquitin-protein ligase WWP2; E3 ubiquitin-protein ligase which accepts ubiquitin from an E2 ubiquitin-conjugating enzyme in the form of a thioester and then directly transfers the ubiquitin to targeted substrates. Polyubiquitinates POU5F1 by 'Lys-63'-linked conjugation and promotes it to proteasomal degradation; in embryonic stem cells (ESCs) the ubiquitination is proposed to regulate POU5F1 protein level. Ubiquitinates EGR2 and promotes it to proteasomal degradation; in T- cells the ubiquitination inhibits activation-induced cell death. Ubiquitinates SLC11A2; the ubiqu [...] 
